2451545.000000,1.0001444434e+00,1.0001444434e+00,9.1643532942e-01,1.0008444656e+00,1.0448393849e+00,1.0448393849e+00,9.1643532942e-01,1.0008444656e+00,1.1483805767e+00,1.1483805767e+00,9.1643532942e-01,1.0008444656e+00,9.1483216888e-01,9.1483216888e-01,9.1643532942e-01,1.0008444656e+00,1.8786006994e+00,1.8786006994e+00,9.1643532942e-01,1.0008444656e+00,9.9633641109e-01,9.9633641109e-01,9.1643532942e-01,1.0008444656e+00,9.4299529131e-01,9.4299529131e-01,9.1643532942e-01,1.0008444656e+00
2451545.000667,1.0001104902e+00,1.0001104902e+00,9.1754512835e-01,9.9683865286e-01,1.0448178056e+00,1.0448178056e+00,9.1754512835e-01,9.9683865286e-01,1.1520835127e+00,1.1520835127e+00,9.1754512835e-01,9.9683865286e-01,8.9668674106e-01,8.9668674106e-01,9.1754512835e-01,9.9683865286e-01,1.8762897328e+00,1.8762897328e+00,9.1754512835e-01,9.9683865286e-01,9.9849484787e-01,9.9849484787e-01,9.1754512835e-01,9.9683865286e-01,9.4108154845e-01,9.4108154845e-01,9.1754512835e-01,9.9683865286e-01
2451545.001334,1.0000765371e+00,1.0000765371e+00,9.1825348359e-01,9.9223175576e-01,1.0448302022e+00,1.0448302022e+00,9.1825348359e-01,9.9223175576e-01,1.1562951190e+00,1.1562951190e+00,9.1825348359e-01,9.9223175576e-01,8.7787812564e-01,8.7787812564e-01,9.1825348359e-01,9.9223175576e-01,1.8747186667e+00,1.8747186667e+00,9.1825348359e-01,9.9223175576e-01,1.0012450232e+00,1.0012450232e+00,9.1825348359e-01,9.9223175576e-01,9.3898285108e-01,9.3898285108e-01,9.1825348359e-01,9.9223175576e-01
2451545.002001,1.0000425611e+00,1.0000425611e+00,9.1855869949e-01,9.8699276434e-01,1.0448639486e+00,1.0448639486e+00,9.1855869949e-01,9.8699276434e-01,1.1600092849e+00,1.1600092849e+00,9.1855869949e-01,9.8699276434e-01,8.5808570873e-01,8.5808570873e-01,9.1855869949e-01,9.8699276434e-01,1.8738777226e+00,1.8738777226e+00,9.1855869949e-01,9.8699276434e-01,1.0034823584e+00,1.0034823584e+00,9.1855869949e-01,9.8699276434e-01,9.3664858170e-01,9.3664858170e-01,9.1855869949e-01,9.8699276434e-01
2451545.002668,1.0000085852e+00,1.0000085852e+00,9.1845526521e-01,9.8108472147e-01,1.0447929358e+00,1.0447929358e+00,9.1845526521e-01,9.8108472147e-01,1.1632522133e+00,1.1632522133e+00,9.1845526521e-01,9.8108472147e-01,8.4977390378e-01,8.4977390378e-01,9.1845526521e-01,9.8108472147e-01,1.8723229538e+00,1.8723229538e+00,9.1845526521e-01,9.8108472147e-01,1.0053321375e+00,1.0053321375e+00,9.1845526521e-01,9.8108472147e-01,9.3553245032e-01,9.3553245032e-01,9.1845526521e-01,9.8108472147e-01
2451545.003334,9.9997467762e-01,9.9997467762e-01,9.1793978947e-01,9.7447619237e-01,1.0446030834e+00,1.0446030834e+00,9.1793978947e-01,9.7447619237e-01,1.1660409571e+00,1.1660409571e+00,9.1793978947e-01,9.7447619237e-01,8.4498665548e-01,8.4498665548e-01,9.1793978947e-01,9.7447619237e-01,1.8700576199e+00,1.8700576199e+00,9.1793978947e-01,9.7447619237e-01,1.0068654556e+00,1.0068654556e+00,9.1793978947e-01,9.7447619237e-01,9.3465135082e-01,9.3465135082e-01,9.1793978947e-01,9.7447619237e-01
2451545.004001,9.9994072447e-01,9.9994072447e-01,9.1700294621e-01,9.6709751070e-01,1.0442725828e+00,1.0442725828e+00,9.1700294621e-01,9.6709751070e-01,1.1684013033e+00,1.1684013033e+00,9.1700294621e-01,9.6709751070e-01,8.4708601758e-01,8.4708601758e-01,9.1700294621e-01,9.6709751070e-01,1.8670621639e+00,1.8670621639e+00,9.1700294621e-01,9.6709751070e-01,1.0081325997e+00,1.0081325997e+00,9.1700294621e-01,9.6709751070e-01,9.3453314043e-01,9.3453314043e-01,9.1700294621e-01,9.6709751070e-01
2451545.004668,9.9990679411e-01,9.9990679411e-01,9.1563540941e-01,9.5890237388e-01,1.0441385919e+00,1.0441385919e+00,9.1563540941e-01,9.5890237388e-01,1.1703436499e+00,1.1703436499e+00,9.1563540941e-01,9.5890237388e-01,8.4871104682e-01,8.4871104682e-01,9.1563540941e-01,9.5890237388e-01,1.8674174465e+00,1.8674174465e+00,9.1563540941e-01,9.5890237388e-01,1.0091613144e+00,1.0091613144e+00,9.1563540941e-01,9.5890237388e-01,9.3438082496e-01,9.3438082496e-01,9.1563540941e-01,9.5890237388e-01
2451545.005335,9.9987290932e-01,9.9987290932e-01,9.1382658129e-01,9.4982408915e-01,1.0442716645e+00,1.0442716645e+00,9.1382658129e-01,9.4982408915e-01,1.1718813062e+00,1.1718813062e+00,9.1382658129e-01,9.4982408915e-01,8.5464020755e-01,8.5464020755e-01,9.1382658129e-01,9.4982408915e-01,1.8697023373e+00,1.8697023373e+00,9.1382658129e-01,9.4982408915e-01,1.0099706740e+00,1.0099706740e+00,9.1382658129e-01,9.4982408915e-01,9.3476485440e-01,9.3476485440e-01,9.1382658129e-01,9.4982408915e-01
2451545.006002,9.9983904733e-01,9.9983904733e-01,9.1655783969e-01,9.4501881298e-01,1.0443661698e+00,1.0443661698e+00,9.1655783969e-01,9.4501881298e-01,1.1730246704e+00,1.1730246704e+00,9.1655783969e-01,9.4501881298e-01,8.6327701834e-01,8.6327701834e-01,9.1655783969e-01,9.4501881298e-01,1.8700739172e+00,1.8700739172e+00,9.1655783969e-01,9.4501881298e-01,1.0105758513e+00,1.0105758513e+00,9.1655783969e-01,9.4501881298e-01,9.3560691052e-01,9.3560691052e-01,9.1655783969e-01,9.4501881298e-01
